id,id_empresa,ativo,pessoa,fantasia,razao,nome,documento,ie,telefone1,telefone2,email,site,cep,estado,codigo_cidade,cidade,bairro,endereco,numero,complemento,observacoes,deletado
126,126,1,0,ESCAPAMENTO-MATEUS  ,ESCAPAMENTO-MATEUS  ,ESCAPAMENTO-MATEUS  ,NULL,NULL,(19) 3623 - 3679,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
140,140,1,0,PECAS USADAS - JOAL  ,PECAS USADAS - JOAL  ,PECAS USADAS - JOAL  ,NULL,NULL,(16) 3368 - 9467,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33689467,0
141,141,1,0,SUN SNAP ON DO BRASIL COM E IND LTDA,EQUIPAMENTOS/VENDA-SUN,EQUIPAMENTOS/VENDA-SUN,60.395.175/0001-77,NULL,(19) 3455 - 1800,(19) 2108 - 1000,NULL,NULL,13456-401,SP,NULL,SANTA BARBARA DO OESTE ,DIST INDUSTRIAL ,RUA JUSCELINO KUBITSCHEK DE OLIVEIRA 470,NULL,NULL,BANCO AG:3362-6  C/C:1640-3    19 2108-1000   CAIO/JHONATHAN,0
142,142,1,0,CARTORIO-PORTO ,CARTORIO-PORTO ,CARTORIO-PORTO ,NULL,NULL,(16) 3373 - 9000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
143,143,1,0,PNEU-LEXUS(KUMHO),PNEU-LEXUS,PNEU-LEXUS,NULL,NULL,(14) 3021 - 6293,NULL,NULL,NULL,14075-000,SP,NULL,NULL,VL ELISA ,NULL,NULL,NULL,NULL,0
144,144,1,0,TRANSPORTE-TRANSCARGA ,TRANSPORTE-TRANSCARGA ,TRANSPORTE-TRANSCARGA ,NULL,NULL,(__) 3361 - 4198,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,ROD W LUIS KM 236,1,RURAL ,NULL,0
145,145,1,0,PECAS GELADEIRA-LAIRTON,PECAS GELADEIRA-LAIRTON,PECAS GELADEIRA-LAIRTON,NULL,NULL,(16) 3307 - 7116,NULL,NULL,NULL,13568-250,SP,NULL,SAO CARLOS,JD MUNIQUE ,R MANOEL MARTINS 165,NULL,NULL,NULL,0
149,149,1,0,LUBRIFICANTES-RICK,MULTI LUB,MULTI LUB,NULL,NULL,(__) 3307 - 7859,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
152,152,1,0,CLARO ,CLARO ,CLARO ,NULL,NULL,(16) 3333 - 8628,NULL,atendimento@onlineclaro.com.br,NULL,13560-000,SP,NULL,ARARQUARA,NULL,R MONTEIRO LOBATO  ,NULL,NULL,NULL,0
154,154,1,0,MOTO-CASA CAPACETE ,MOTO-CASA CAPACETE ,MOTO-CASA CAPACETE ,NULL,NULL,(16) 3625 - 1342,NULL,NULL,NULL,13560-000,SP,NULL,RIBEIRAO PRETO,CENTRO ,R BERNARDINO DE CAMPOS 1118,NULL,NULL,NULL,0
156,156,1,0,FERRAMENTA-OXI MAQUINAS,FERRAMENTA-OXI MAQUINAS ,FERRAMENTA-OXI MAQUINAS ,NULL,NULL,(16) 9601 - 2136,NULL,NULL,NULL,13570-400,SP,NULL,SAO CARLOS,VL LUTFALA ,AV GETULIO VARGAS 83,NULL,NULL,NULL,0
158,158,1,0,BENEVICK CONSERTO/BALANCEADORA,EQUIPAMENTOS/MANUTENCAO-BENE,EQUIPAMENTOS/MANUTENCAO-BENE,NULL,NULL,(__) 9759 - 1538,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
159,159,1,0,EQUIPAMENTOS/VENDA-EMEB,EQUIPAMENTOS/VENDA-EMEB,EQUIPAMENTOS/VENDA-EMEB,50.227.644/0001-95,NULL,(11) 4024 - 1921,(01) 1296 - 9200,NULL,NULL,13306-220,SP,3523909,ITU,VILA PRUDENTE DE MORAES,AV BARATA RIBEIRO,345,NULL,NULL,0
162,162,1,0,PNEU-TUR  ,PNEU-TUR  ,PNEU-TUR  ,71.806.202/0001-73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
165,165,1,0,ADVOGADO-ALINE,ADVOGADO-ALINE,ADVOGADO-ALINE,NULL,NULL,(16) 3413 - 1689,(__) 9174 - 4268,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
166,166,1,0,ESCAPAMENTO-MASTRA ,ESCAPAMENTO-MASTRA ,ESCAPAMENTO-MASTRA ,NULL,19-34464314,(08) 0016 - 6127,(19) 3446 - 4314,master,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"FERNANDA SUPERVISORA-011-985843690  /FABIO------19 81280758FABIO-----0,2550DEPOSITO RIB.PRETO------016-36123821MAURI-019-81973093",0
167,167,1,0,TRANSPORTE-SILAS(NOVA),TRANSPORTE-SILAS,TRANSPORTE-SILAS,NULL,NULL,(01) 9944 - 3657,(19) 3245 - 0844,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
169,169,1,0,SERRALHERIA-TC,SERRALHERIA-TC,SERRALHERIA-TC,NULL,NULL,(16) 3116 - 4430,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,CIDADE JARDIM ,R BERNARDINO F NUNES 635 BLOCO 02,NULL,NULL,VAGNER 97167784,0
171,171,1,0,MATERIAIS P/CONSTRUCAO-TARANA,MATERIAIS P/CONSTRUCAO-TARANA,MATERIAIS P/CONSTRUCAO-TARANA,NULL,NULL,(16) 3368 - 2249,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
174,174,1,0,MATERIAIS P/CONSTRUCAO-MONACO,MATERIAIS P/CONSTRUCAO-MONACO,MATERIAIS P/CONSTRUCAO-MONACO,NULL,NULL,(16) 3372 - 2922,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
175,175,1,0,FERRAMENTA-VIMALTEC,FERRAMENTA-VIMALTEC,FERRAMENTA-VIMALTEC,NULL,NULL,(11) 6941 - 8612,(11) 6197 - 3026,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
176,176,1,0,MADEIREIRA-EXPANSAO,MADEIREIRA-EXPANSAO,MADEIREIRA-EXPANSAO,NULL,NULL,(16) 3361 - 2835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
177,177,1,0,LUBRIFICANTES-ATLAS,LUBRIFICANTES-ATLAS,LUBRIFICANTES-ATLAS,NULL,NULL,(08) 0077 - 0335,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
178,178,1,0,CACAMBA-ALO ENTULHO,CACAMBA-ALO ENTULHO,CACAMBA-ALO ENTULHO,NULL,NULL,(16) 3371 - 2391,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,JD BICAO,R MARIA CONSUELO BRNADAO TOLENTINO 212,NULL,NULL,NULL,0
179,179,1,0,AUTO ELETRICO-VIEIRA ,AUTO ELETRICO-VIEIRA ,AUTO ELETRICO-VIEIRA ,NULL,NULL,(16) 9704 - 4868,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,NULL,NULL,NULL,NULL,NULL,0
180,180,1,0,AUTO MECANICA-LEIVA ,AUTO MECANICA-LEIVA ,AUTO MECANICA-LEIVA ,NULL,NULL,(16) 3368 - 3380,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
181,181,1,0,SUPERMERCADO-EXTRA,SUPERMERCADO-EXTRA,SUPERMERCADO-EXTRA,NULL,NULL,(__) 3371 - 2116,(__) 3372 - 5891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
185,185,1,0,AUTENTIC MAQUINAS AUTOMOTIVAS,EQUIPAMENTOS/VENDA-AUTENTIC,EQUIPAMENTOS/VENDA-AUTENTIC,NULL,NULL,(16) 3628 - 2116,NULL,NULL,NULL,14075-220,SP,NULL,RIBEIRAO PRETO,VILA MARIANA ,R GUIANA FRANCESA 785,NULL,NULL,991061356 DALVO,0
187,187,1,0,CHUMBO-KAREN,CHUMBO-KAREN,CHUMBO-KAREN,NULL,NULL,(11) 9980 - 2586,(11) 4784 - 5171,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AG 7007-6C/C 5041-5  PAR OU IMPAR LTDA,0
188,188,1,0,SUSPENSAO ROSCA-JUNINHO,SUSPENSAO ROSCA-JUNINHO,SUSPENSAO ROSCA-JUNINHO,NULL,NULL,(16) 3361 - 3054,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
190,190,1,0,ATIVA ROLAMENTOS E PECAS AUTOMOTIVAS,DISTRIBUIDORA-ATIVA,DISTRIBUIDORA-ATIVA,NULL,NULL,(11) 3931 - 7475,NULL,NULL,NULL,02731-000,SP,NULL,SAO PAULO,NULL,R BONIFACIO CUBAS 627,NULL,NULL,NULL,0
191,191,1,0,EXAUSTORES EOLICOS R.C.A,EXAUSTORES EOLICOS R.C.A,EXAUSTORES EOLICOS R.C.A,NULL,NULL,(16) 3368 - 3182,NULL,NULL,NULL,13560-000,SP,NULL,SAO CARLOS,VL ISABEL ,R NUNCIO CARDINALLI 150,NULL,NULL,NULL,0
192,192,1,0,CONSULTORIA-JOB ,CONSULTORIA-JOB ,CONSULTORIA-JOB ,NULL,NULL,(16) 3362 - 5000,NULL,NULL,NULL,NULL,SP,NULL,SAO CARLOS,CENTRO,R NOVE DE JULHO ,NULL,NULL,NULL,0
194,194,1,0,METROSUL COM.DE VEICULOS LTDA,GM-METROSUL,GM-METROSUL,05.783.976/0001-00,9028792422,(80) 0643 - 3001,NULL,NULL,NULL,NULL,CURITIBA ,NULL,NULL,NULL,AV.MARECHAL FLORIANO PEIXOTO,3330,NULL,NULL,0
195,195,1,0,CONSERTO MACACO MELLO EQUIPAMENTOS ,EQUIPAMENTOS/MANUTENCAO-MELO,EQUIPAMENTOS/MANUTENCAO-MELO,NULL,NULL,(16) 3353 - 7627,(16) 3343 - 5354,NULL,NULL,14815-000,SP,NULL,IBATE,CRUZADO ,R PORTO FERREIRA 589,NULL,NULL,MELLO----92562997/81828089,0
196,196,1,0,VILLAS COMERCIAL DE AUTO PECAS LTDA,ACESSORIOS-VILLAS,ACESSORIOS-VILLAS,NULL,NULL,(11) 6412 - 3129,(__) 6412 - 4817,NULL,NULL,07222-140,SP,NULL,GUARULHOS,CUMBICA ,R SAO MATEUS DO  MARANHAO 85,NULL,NULL,NULL,0
199,199,1,0,MOTO-MANOLO,MOTO-MANOLO,MOTO-MANOLO,NULL,NULL,(__) 3371 - 3015,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,AV.DR.TEIXEIRA DE BARROS,814,VILA PRADO,NULL,0
200,200,1,0,CASP-PRA GRANJA COM.E REPRES.LTDA,CASP-PRA GRANJA COM.E REPRES.LTDA,CASP-PRA GRANJA COM.E REPRES.LTDA,NULL,NULL,(__) 3368 - 2196,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R.PEDRO BIANCHI ,1001,VILA ALPES,NULL,0
201,201,1,0,FERRO VELHO-MALLOCA ,FERRO VELHO-MALLOCA ,FERRO VELHO-MALLOCA ,NULL,NULL,(16) 3374 - 2148,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: BORBA GATO ,253,JD.CENTENARIO,NULL,0
202,202,1,0,PNEU-LEVORIN ,PNEU-LEVORIN ,PNEU-LEVORIN ,NULL,NULL,(80) 0707 - 1910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
203,203,1,0,GIRANDO COM. DE PECAS LTDA,DISTRIBUIDORA-ROLEMAR,DISTRIBUIDORA-ROLEMAR,18.251.046/0001-49,244975987111,(19) 3202 - 6000,(16) 3419 - 4676,anderson@rolemar.com,NULL,13050-045,SP,3509502,CAMPINAS,VILA MIMOSA,RUA DAS DALIAS,761,NULL,BRASIL AG:3407-X/CONTA 1153-3GILSON-89114701 / 8827-5949     VENDEDOR PAULINHOCOTACAO.CAMPINASROLEMAR.COM.BR,0
205,205,1,0,EQUIPAMENTOS/VENDA-MARVIC,EQUIPAMENTOS/VENDA-MARVIC,EQUIPAMENTOS/VENDA-MARVIC,NULL,NULL,(11) 6195 - 9200,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,AV.CONSELHEIRO CARRAO ,1021,TATUAPE,willian@marvicfibrasil.com.br,0
207,207,1,0,TRANSPORTADORA RISSO LTDA,TRANSPORTE-RISSO,TRANSPORTE-RISSO,52.661.634/0001-99,202009196114,(16) 3368 - 3813,(16) 3367 - 7219,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,RUA ERNESTO GONCALVES ROSA JUNIOR,305,JD.SAO PAULO,araraquara-3333-5342   11 4531 8080 jundiai baroni,0
209,209,1,0,MITSUBICHI-MERCADAO-011 69097500,IMPORTADOS-SO PECAS,IMPORTADOS-SO PECAS,NULL,NULL,(11) 6685 - 6563,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
210,210,1,0,ACESSORIOS-TREKUS,ACESSORIOS-TREKUS ,ACESSORIOS-TREKUS ,NULL,NULL,(16) 3368 - 6533,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R: RAIMUNDO CORREA,637,VILA MONTEIRO,NULL,0
211,211,1,0,RODA-GP IMPORTS,RODA-GP IMPORTS,RODA-GP IMPORTS,NULL,NULL,(41) 3278 - 8200,NULL,NULL,NULL,NULL,PR,NULL,CURITIBA,NULL,NULL,NULL,NULL,DENISGPIMPORTS.COM.BR,0
212,212,1,0,AUTO CENTER-JOAO,AUTO CENTER-JOAO,AUTO CENTER-JOAO,NULL,NULL,(14) 3263 - 1294,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
213,213,1,0,COFAP ,COFAP ,COFAP ,NULL,NULL,(11) 2144 - 1935,NULL,ivan.munhoz@marell.com.br,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,011-94309315WILSON COFAP,0
215,215,1,0,FERRAMENTA-EZIO,FERRAMENTA-EZIO,FERRAMENTA-EZIO,NULL,NULL,(19) 3589 - 2002,NULL,NULL,NULL,NULL,PORTO FERREIRA,NULL,NULL,NULL,AV.NOSSA SENHORA APARECIDA ,2470,VILA SIBILA,NULL,0
216,216,1,0,RODA-SAMUEL,RODA-SAMUEL,RODA-SAMUEL,NULL,NULL,(19) 3258 - 2331,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
217,217,1,0,CMJ COMERCIO DE VEICULOS LTDA,FIAT-FORTE,FIAT-FORTE,05.026.792/0004-30,244000220114,(19) 3743 - 1400,(19) 3743 - 1405,NULL,NULL,NULL,CAMPINAS,NULL,NULL,NULL,AV.DR.ALBERTO SARMENTO ,149,BONFIM,forte@forte-fiat.com.br,0
218,218,1,0,PNEU-TOYO,ASTRO COM.DE PNEUS E ACESS.LTDA-ME,ASTRO COM.DE PNEUS E ACESS.LTDA-ME,09.429.204/0001-17,600136380112,(11) 4028 - 2208,(11) 4602 - 4052,NULL,NULL,NULL,SALTO,NULL,NULL,NULL,R: ITAPIRU,158,CENTRO,NULL,0
219,219,1,0,SPORTLINE,PNEU-SPORTLINE,PNEU-SPORTLINE,NULL,NULL,(11) 9117 - 4154,(11) 6283 - 0020,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
220,220,1,0,TRANSPORTE-VIACAO MOTTA,TRANSPORTE-VIACAO MOTTA,TRANSPORTE-VIACAO MOTTA,NULL,NULL,(__) 3371 - 6774,(__) 3307 - 7100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
221,221,1,0,PNEU-ACQUILA ,PNEU-ACQUILA ,PNEU-ACQUILA ,NULL,NULL,(80) 0773 - 9003,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
222,222,1,0,ACESSORIOS-CALOTAS GRID,ACESSORIOS-CALOTAS GRID,ACESSORIOS-CALOTAS GRID,NULL,NULL,(11) 4054 - 0244,NULL,NULL,www.grid.ind.br,09990-040,SP,NULL,DIADEMA,JD.MARIA HELENA,R.JUPITER .72,NULL,NULL,NULL,0
224,224,1,0,ESCAPAMENTO-DANNER ,ESCAPAMENTO-DANNER ,ESCAPAMENTO-DANNER ,NULL,NULL,(15) 3237 - 9077,NULL,NULL,NULL,NULL,SOROCABA,NULL,NULL,NULL,R.SADRAC DE ARRUDA ,311 (BLOCOII ),JD.GONCALVES,www.danner.com.br,0
225,225,1,0,RODAS MIL DISTRIBUIDORA LTDA ,RODA-VASKA,RODA-VASKA,NULL,14-3239-4922,(14) 9162 - 0866,(11) 3856 - 9409,NULL,NULL,NULL,SAO PAULO,14-3239-4922 DEPOSIT,NULL,NULL,R.IAPOS ,120,CASA VERDE,vaska@vaska.com.br,0
226,226,1,0,COMDIP COMERCIAL DISTRIBUIDORA DE PECAS LTDA,DISTRIBUIDORA-COMDIP  ,DISTRIBUIDORA-COMDIP  ,NULL,NULL,(11) 2121 - 0050,NULL,NULL,NULL,NULL,SP,NULL,SAO PAULO,NULL,NULL,NULL,NULL,NULL,0
227,227,1,0,COBRA ROLAMENTOS E AUTO PECAS LTDA,DISTRIBUIDORA-COBRA,DISTRIBUIDORA-COBRA,58.248.352/0007-36,244.585.195-110,(19) 2117 - 3933,(19) 2117 - 3930,NULL,NULL,NULL,CAMPINAS,NULL,NULL,NULL,AV.ENG.AUGUSTO FIGUEREDO,2054,NULL,vendas7@cobrarolamentos.com.br,0
228,228,1,0,FERRAMENTA-PLANATEC ,FERRAMENTA-PLANATEC ,FERRAMENTA-PLANATEC ,NULL,NULL,(11) 2141 - 4891,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
229,229,1,0,CHG-DISTRIB.DE PECAS E ACESSORIOS LTDA,DISTRIBUIDORA-CHG,DISTRIBUIDORA-CHG,55.176.358/0001-61,244258645117,(19) 3729 - 6500,(19) 3729 - 8530,SP,NULL,NULL,NULL,FAZ.SETE QUEDAS,NULL,7,R: ESTRADA VELHA DE INDAIATUBA, KM 3,NULL,13012-970,0
230,230,1,0,IRMAOS SARATANI COM.DE AUTO PECAS LTDA,IMPORTADOS-SARATANI AUTO PECAS,IMPORTADOS-SARATANI AUTO PECAS,96.606.124/0001-94,113743709113,(11) 5539 - 5575,(11) 5571 - 5941,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.DOMINGOS DE MORAES ,1084/1086,VILA MARIANA,saratani@terra.com.br,0
231,231,1,0,INJECAO-MARIO,INJECAO-MARIO,INJECAO-MARIO,NULL,NULL,(__) 8125 - 3797,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,R.ADELMO STELA QUAVIN,23,NULL,NULL,0
232,232,1,0,EMBREPAR-DISTRIB.DE PECAS LTDA,DISTRIBUIDORA-EMBREPAR,DISTRIBUIDORA-EMBREPAR,75.592.006/0001-02,10149470-58,(12) 3931 - 9118,(41) 3371 - 1005,NULL,NULL,NULL,CURITIBA,NULL,NULL,NULL,R.BARTOLOMEU LOURENCO DE GUSMAO ,2831,NULL,NULL,0
233,233,1,0,ADVOGADO-MARCOS ,ADVOGADO-MARCOS ,ADVOGADO-MARCOS ,NULL,NULL,(16) 3307 - 5508,NULL,NULL,NULL,NULL,SAO CARLOS,NULL,NULL,NULL,R:GENERAL OSORIO,1395,NULL,mrgarcia@aasp.org.br,0
235,235,1,0,AUTO POSTO SAKAMOTO,LUBRIFICANTES-SAKAMOTO,LUBRIFICANTES-SAKAMOTO,49.051.667/0005-36,336729305117,(11) 2149 - 4000,(11) 2149 - 4020,lubrificantes@postosakamoto.com.br,NULL,07178-580,SP,NULL,GUARULHOS,BONSUCESSO,ROD.PRESIDENTE DUTRA KM 212-S/N*SENTIDO RJ/SP,NULL,NULL,SIMONESAKAMOTOLUBRIFICANTES.COM.BR,0
236,236,1,0,PNEU-RODMAIS,PNEU-RODMAIS,PNEU-RODMAIS,NULL,NULL,(19) 3608 - 2001,NULL,NULL,NULL,NULL,SAO JOSE  RIO PARDO,NULL,NULL,NULL,AV.DOS  BRAGHETTAS,91,NULL,www.pneusrodmais.com.br,0
237,237,1,0,SIQUEIRA CAMPOS,PNEU-SIQUEIRA CAMPOS ,PNEU-SIQUEIRA CAMPOS ,06.340.779/0006-85,NULL,(61) 3246 - 4421,NULL,NULL,NULL,NULL,BRASILIA,NULL,NULL,NULL,QUADRA 200,CJ 05/LOTE 40,REC.DAS EMAS,luciana.gtradial@hotmail.com,0
240,240,1,0,PNEU-VIG AUTO CENTER ,PNEU-VIG AUTO CENTER ,PNEU-VIG AUTO CENTER ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,AV.VER.ABEL FERREIRA ,54,NULL,NULL,0
242,242,1,0,RENAULT-LOPES OLIVEIRA,RENAULT-LOPES OLIVEIRA,RENAULT-LOPES OLIVEIRA,NULL,NULL,(11) 3766 - 8700,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,BRADESCO AG:0545-2 /CONTA 63080-2,0
243,243,1,0,SUSPENSAO (AUDI/MB..VEICULOS ALEMAES),IMPORTADOS-AUTOTECHNK,IMPORTADOS-AUTOTECHNK,NULL,NULL,(11) 5031 - 0600,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.DR.JOSE BENTO  RIBEIRO  DANTAS ,79,JD.AEROPORTO,NULL,0
245,245,1,0,SHS DISTRIBUIDOR/ASSITENCIA,EQUIPAMENTOS/VENDA-HOFMANN ,EQUIPAMENTOS/VENDA-HOFMANN ,NULL,NULL,(01) 6610 - 8455,(01) 6636 - 5655,NULL,NULL,NULL,RIB.PRETO,NULL,NULL,NULL,R.MURCHED CURY ,67,JD.AMERICA,NULL,0
246,246,1,0,ENGATES-ENFORTH,ENGATES-ENFORTH,ENGATES-ENFORTH,NULL,NULL,(11) 4645 - 1484,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.FLOR DE LIZ ,1076,ITAQUAQUECETUBA,enforth@enforth.com.br,0
247,247,1,0,R.CAMPOS  AUTOMOTIVO LTDA,EQUIPAMENTOS/VENDA-BOSCH,EQUIPAMENTOS/VENDA-BOSCH,NULL,NULL,(19) 3405 - 4653,NULL,NULL,NULL,NULL,AMERICANA,NULL,NULL,NULL,R.TIMBIRAS ,400 APTO 21,BRIEDS,rcampos.automotivos@hotmail.com.br,0
248,248,1,0,OLIMPIC IND.DE AUTO PECAS LTDA,OLIMPIC,OLIMPIC,NULL,NULL,(11) 6120 - 6400,(11) 6965 - 2191,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,AV.DR.JOSE   HIGINO ,895,NULL,vendas@olimpic.com.br,0
249,249,1,0,IMPORTADOS-PERFECT (AMORTC/MOTOR/FREIOS ,IMPORTADOS-PERFECT (AMORTC/MOTOR/FREIOS ,IMPORTADOS-PERFECT (AMORTC/MOTOR/FREIOS ,NULL,NULL,(11) 7730 - 9402,(11) 2176 - 9011,NULL,NULL,NULL,GUARULHOS,NULL,NULL,NULL,R.ANTONIO RODRIGUES FILHO ,278,VILA AEROPORTO,barbosa@perfectbrasil.com.br,0
250,250,1,0,JANCAP-VANS,COMERCIO IMPORT.E EXPORTACAO LTDA,COMERCIO IMPORT.E EXPORTACAO LTDA,04.898.371/0001-93,116323640113,(11) 2818 - 6010,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,AV.ITABERADA ,4490,FREGUESIA DO O,jancapwildes@hotmail.com,0
251,251,1,0,CAMBAGEM-CAMBERECASTER EQ.AUTOMOTIVOS,FERRAMENTA-CAMBAGEM,FERRAMENTA-CAMBAGEM,NULL,NULL,(41) 3669 - 5009,NULL,NULL,www.cambercaster.com.br,NULL,NULL,NULL,NULL,NULL,R.JANDAIA DO SULL,NULL,NULL,NULL,0
252,252,1,0,ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS ),ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS ),ACESSORIOS-MAXINE (CAPAS P/AUTOMOVEIS ),NULL,NULL,(11) 6107 - 1772,(11) 6216 - 2052,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.JABIACU ,179,VILA EMA,capasmaxine@hotmail.com,0
253,253,1,0,DISTRIBUIDOR-LUPORINI/IMPORTADOS,LUPORINI DISTRIBUIDORA DE AUTO PECAS LTDA,LUPORINI DISTRIBUIDORA DE AUTO PECAS LTDA,50.276.898/0001-01,110071408118,(11) 2105 - 5000,(11) 2105 - 5035,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R: ANHAIA,995,BOM RETIRO,NULL,0
254,254,1,0,PRIS-LUX IND.E COMERCIO DE AUTO PECAS,ACESSORIOS-PRISLUX (PONTEIRAS ),ACESSORIOS-PRISLUX (PONTEIRAS ),NULL,NULL,(11) 6115 - 0341,NULL,NULL,NULL,NULL,SAO PAULO,NULL,NULL,NULL,R.SENADOR MAYNARD GOMES ,700,SAO MATEUS,prislux@hotmail.com,0
255,255,1,0,DISK  LETRAS,LETREIRO-JOAO/CICERO,LETREIRO-JOAO/CICERO,NULL,NULL,(__) 9601 - 7470,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0
257,257,1,0,INJEPEL-COM.DE AUTO PECAS LTDA-EPP,DISTRIBUIDORA-INJEPEL,DISTRIBUIDORA-INJEPEL,05.217.125/0001-91,582630123118,(16) 3628 - 7411,(16) 2111 - 7407,NULL,NULL,NULL,RIB.PRETO,NULL,NULL,NULL,AV. CEL. QUITO JUNQUEIRA ,325,CAMPOS ELISEOS,www.injepel.com.br / vendas10@injepel.com.br,0
258,258,1,0,DISTRIBUIDORA DE PECAS SANTOS LTDA,DISTRIBUIDORA-DPS,DISTRIBUIDORA-DPS,04.634.168/0006-14,181.316.653.18,(16) 2109 - 2107,(__) 2109 - 2117,NULL,NULL,NULL,ARARAQUARA,NULL,NULL,NULL,AV.ALFREDO COELHO DE OLIVEIRA,177,CARMO,NULL,0
259,259,1,0,EXTINTORES-NACIONAL,EXTINTORES-NACIONAL  ,EXTINTORES-NACIONAL  ,NULL,NULL,(16) 9702 - 9590,(45) 3227 - 0207,NULL,NULL,NULL,PR,NULL,CASCAVEL ,NULL,NULL,NULL,NULL,NULL,0
260,260,1,0,FATOR DISTRIBUIDORA DE AUTO PECAS,DISTRIBUIDORA-FATOR,DISTRIBUIDORA-FATOR,NULL,NULL,(19) 9113 - 3581,(19) 3029 - 7400,fator@fatordistribuidora.com.br,NULL,13035-530,SP,NULL,CAMPINAS ,VILA INDUSTRIAL ,AV BUENO DE MIRANDA 555,NULL,NULL,GIL-97290445/55*42*23148,0
261,261,1,0,NUNES REPR CRED COB.LTDA,FINANCEIRA-PANAMERICANO,FINANCEIRA-PANAMERICANO,NULL,NULL,(16) 9608 - 9561,(16) 3371 - 8424,pansolution.com.br,pansolution.com.br,13560-590,SP,NULL,SAO CARLOS,CENTRO,R: 9 DE JULHO 1006,NULL,NULL,NULL,0
