id;codigo;registro_uso;registro_uso_usuario;fantasia;razao;ie;ie_inddest;documento;fixo_1;fixo_2;fixo_3_contato;fixo_3;endereco;numero;bairro;complemento;codigo_cidade;cidade;estado;cep;email;observacoes
84;4-00084;N;NULL;POSTO COMBUSTIVEL-ESTRELA ;POSTO COMBUSTIVEL-ESTRELA ;;9-NAO CONTR;;(16) 3372 - 8415;;ESTEVAN;;;;;;;;;_____-___;;
85;4-00085;N;NULL;PNEU-CONTINENTAL/VENDA;PNEU-CONTINENTAL;407237107113;9-NAO CONTR;02.036.483/0004-52;(16) 4583 - 6161;(11) 4583 - 6200;BARBARA(11)4583-6207;;ROD. DOM GABRIEL PAULINO BUENO COUTO SN;;DIST. INDUSTRIAL;KM 66;;JUNDIAI;SP;13212-240;011-45836226;"LEANDRO(11)8447-3559/011-45836213AUGUSTO(011)-45836273FABIANO:011-82519207/45836174BANCO ITAU 341/AG:1882/CC:05475-0"
87;4-00087;N;NULL;BRINDES-PLASTBEL;ABEL PEREIRA DOS  SANTOS FILHO;;9-NAO CONTR;;(__) 3201 - 1196;;VALTER ;;R.HUMBERTO DE CAMPOS ,308;;VL.LUTALLA;;;SAO CARLOS;SP;13570-110;plastbel_bolsas@yahoo.com.br;BOLSAS
88;4-00088;N;NULL;INJECAO-CLARICE(REMANF);INJECAO-CLARICE(REMANF);;9-NAO CONTR;;(19) 8126 - 4219;;CLARICE CHIARELLI;;;;;;;;;_____-___;;
89;4-00089;N;NULL;ACESSORIOS-KEKO;ACESSORIOS-KEKO;;9-NAO CONTR;;(54) 2101 - 0730;(54) 2101 - 0700;ADRIANA CRISTINA BARBELLI;;;;;;;;;_____-___;;"(16)9607-3000(16)3055-1984"
90;4-00090;N;NULL;RENAULT-EURO BRAKE;RENAULT-EURO BRAKE;;9-NAO CONTR;;(11) 3835 - 3235;(11) 3835 - 3122;;;R WALTRUDES CORREA 115;;CENTRO ;;;SAO PAULO;SP;05122-070;;
91;4-00091;N;NULL;PASTA-LIMPAR MAO;PASTA-LIMPAR MAO;;9-NAO CONTR;;(16) 9786 - 1803;;RICARDO;;;;;;;SAO CARLOS;SP;_____-___;;
92;4-00092;N;NULL;MAURCIO;EQUIPAMENTOS/MANUTENCAO-RIMAQ;;9-NAO CONTR;;(16) 3967 - 8252;(16) 8127 - 2773;RONALDO 19 34057452   / /  81212066;;R JOAO BIM 1305;;JD PAULISTANO ;;;RIBEIRAO PRETO;SP;14090-340;;
94;4-00094;N;NULL;CLARO-FLEX TELECON;CLARO-FLEX TELECON;;9-NAO CONTR;;(__) 3372 - 5246;;MARCOS P.ESTEVO-92239765;;R.RIACHUELO.436;;CENTRO;;;SAO CARLOS;SP;13560-110;sac@flextelecon.com.br;
95;4-00095;N;NULL;ARTUR SIMOES DE FREITAS ENGATES-ME;ENGATES-FREVO ;562241497118;9-NAO CONTR;04.489.179/0001-43;(18) 3909 - 4366;;ARTUR/CINTIA;;R.VICENTE MELE, 522;;D.IND.MARIO AMATO;;;PRESIDENTE PRUDENTE;SP;19064-200;;
96;4-00096;N;NULL;ACESSORIOS-NEW KAR;ACESSORIOS-NEW KAR;;9-NAO CONTR;;(11) 4138 - 8121;;0800-0151173;;R.FRANCISCO DAMICO .115;;PQ.IND.PIRAJUSSA;;;TABOAO D SERRA;SP;06785-290;;EDSON PORTO 011-78324202/ID 84*10690 (AUTOMEC)
97;4-00097;N;NULL;PNEU-AUTO TEC  ;PNEU-AUTO TEC  ;;9-NAO CONTR;;(11) 4705 - 1107;(11) 4156 - 3102;JOSE ;;;;;;;SANTANA PARNAIBA;SP;_____-___;;
98;4-00098;N;NULL;TELEFONICA  ;TELEFONICA  ;;9-NAO CONTR;;(16) 9113 - 8471;;RAFAEL DOS  ANJOS (NEGOCIOS 0800-0151500;;;;;;;;;_____-___;;10315 /DENER 97700956
108;4-00108;N;NULL;ESCAPAMENTO-IG;ESCAPAMENTO-IG;;9-NAO CONTR;;;;;;;;;;;LIMEIRA;;_____-___;;
112;4-00112;N;;AUTO ELETRICO-BORGE;AUTO ELETRICO-BORGE;;9-NAO CONTR;;(16) 3368 - 9435;;;;AV: GETULIO VARGAS;;VILA ISABEL;;;SAO CARLOS;SP;_____-___;;
116;4-00116;N;NULL;IMPORTADOS-VANS MARAJA IMPORTS;IMPORTADOS-VANS MARAJA IMPORTS;;9-NAO CONTR;;(11) 3941 - 2393;(11) 3941 - 1879;;;R 21 DE AGOSTO 277;;JARAGUA ;;;SAO PAULO;SP;51853-500;;
117;4-00117;N;NULL;VEICULOS-BARU VEICULOS DE FIBRA ;VEICULOS-BARU VEICULOS DE FIBRA ;;9-NAO CONTR;;(11) 6641 - 8840;;BARU ;;AV GABRIELA MISTRAL 835;;PENHA ;;;SAO PAULO;SP;_____-___;;
118;4-00118;N;;PALLONE CENTRO AUTOMITIVO COM.E IMPORT.LTDA;PEUGEOT-NANTES;637097253115;9-NAO CONTR;67.593.194/0001-94;(16) 3363 - 5200;(__) 3363 - 5206;DOUGLAS;;AV.SAO CARLOS;;;;;SAO CARLOS;SP;13570-660;;WENDEL/GUILHERME
120;4-00120;N;;RECONDICIONADORA SAO CARLOS;CAIXA DIRECAO/REMANF-EDAO;;9-NAO CONTR;;(16) 3375 - 5310;(__) 3372 - 1312;EDAO;;R: LEOPOLDO PRADO, 1262;;VILA PRADO ;;;SAO CARLOS;SP;13560-000;;
126;4-00126;N;NULL;ESCAPAMENTO-MATEUS  ;ESCAPAMENTO-MATEUS  ;;9-NAO CONTR;;(19) 3623 - 3679;;;;;;;;;;;_____-___;;
140;4-00140;N;;PECAS USADAS - JOAL  ;PECAS USADAS - JOAL  ;;9-NAO CONTR;;(16) 3368 - 9467;;(16)3368-4587 SERRANA;;;;;;;;;_____-___;;33689467
141;4-00141;N;;SUN SNAP ON DO BRASIL COM E IND LTDA;EQUIPAMENTOS/VENDA-SUN;;9-NAO CONTR;60.395.175/0001-77;(19) 3455 - 1800;(19) 2108 - 1000;FLAVIO ASSIST. TECNICA (11)5585-0228;;RUA JUSCELINO KUBITSCHEK DE OLIVEIRA 470;;DIST INDUSTRIAL ;;;SANTA BARBARA DO OESTE ;SP;13456-401;;BANCO AG:3362-6  C/C:1640-3    19 2108-1000   CAIO/JHONATHAN
142;4-00142;N;NULL;CARTORIO-PORTO ;CARTORIO-PORTO ;;9-NAO CONTR;;(16) 3373 - 9000;;FERNANDO SIQUEIRA ;;;;;;;;;_____-___;;
143;4-00143;N;;PNEU-LEXUS(KUMHO);PNEU-LEXUS;;9-NAO CONTR;;(14) 3021 - 6293;;014-97412600;;;;VL ELISA ;;;;SP;14075-000;;
144;4-00144;N;NULL;TRANSPORTE-TRANSCARGA ;TRANSPORTE-TRANSCARGA ;;9-NAO CONTR;;(__) 3361 - 4198;;SAO PAULO 011 29050566;;ROD W LUIS KM 236,1;;RURAL ;;;SAO CARLOS;SP;13560-000;;
145;4-00145;N;NULL;PECAS GELADEIRA-LAIRTON;PECAS GELADEIRA-LAIRTON;;9-NAO CONTR;;(16) 3307 - 7116;;LAIRTON ;;R MANOEL MARTINS 165;;JD MUNIQUE ;;;SAO CARLOS;SP;13568-250;;
149;4-00149;N;NULL;LUBRIFICANTES-RICK;MULTI LUB;;9-NAO CONTR;;(__) 3307 - 7859;;RICK;;;;;;;SAO CARLOS;SP;;;
152;4-00152;N;NULL;CLARO ;CLARO ;;9-NAO CONTR;;(16) 3333 - 8628;;ALESSANDRO/9227-9031;;R MONTEIRO LOBATO  ;;;;;ARARQUARA;SP;13560-000;atendimento@onlineclaro.com.br;
154;4-00154;N;NULL;MOTO-CASA CAPACETE ;MOTO-CASA CAPACETE ;;9-NAO CONTR;;(16) 3625 - 1342;;TONINHO;;R BERNARDINO DE CAMPOS 1118;;CENTRO ;;;RIBEIRAO PRETO;SP;13560-000;;
156;4-00156;N;;FERRAMENTA-OXI MAQUINAS;FERRAMENTA-OXI MAQUINAS ;;9-NAO CONTR;;(16) 9601 - 2136;;FERRARI;;AV GETULIO VARGAS 83;;VL LUTFALA ;;;SAO CARLOS;SP;13570-400;;
158;4-00158;N;NULL;BENEVICK CONSERTO/BALANCEADORA;EQUIPAMENTOS/MANUTENCAO-BENE;;9-NAO CONTR;;(__) 9759 - 1538;;;;;;;;;;;_____-___;;
159;4-00159;N;NULL;EQUIPAMENTOS/VENDA-EMEB;EQUIPAMENTOS/VENDA-EMEB;;9-NAO CONTR;50.227.644/0001-95;(11) 4024 - 1921;(01) 1296 - 9200;ADILSON / GILDA;;AV BARATA RIBEIRO;345;VILA PRUDENTE DE MORAES;;3523909;ITU;SP;13306-220;;
162;4-00162;N;NULL;PNEU-TUR  ;PNEU-TUR  ;;9-NAO CONTR;71.806.202/0001-73;;;;;;;;;;;;_____-___;;
165;4-00165;N;NULL;ADVOGADO-ALINE;ADVOGADO-ALINE;;9-NAO CONTR;;(16) 3413 - 1689;(__) 9174 - 4268;;;;;;;;SAO CARLOS;SP;13560-000;;
166;4-00166;N;NULL;ESCAPAMENTO-MASTRA ;ESCAPAMENTO-MASTRA ;19-34464314;9-NAO CONTR;;(08) 0016 - 6127;(19) 3446 - 4314;FERNANDA.PINHEIROCECOR.COM.BR   ;;;;;;;;;_____-___;master (19)3404-6666 financeiro - erika;"FERNANDA SUPERVISORA-011-985843690  /FABIO------19 81280758FABIO-----0,2550DEPOSITO RIB.PRETO------016-36123821MAURI-019-81973093"
167;4-00167;N;NULL;TRANSPORTE-SILAS(NOVA);TRANSPORTE-SILAS;;9-NAO CONTR;;(01) 9944 - 3657;(19) 3245 - 0844;;;;;;;;SAO CARLOS;SP;_____-___;;
169;4-00169;N;NULL;SERRALHERIA-TC;SERRALHERIA-TC;;9-NAO CONTR;;(16) 3116 - 4430;;TERMUTES;;R BERNARDINO F NUNES 635 BLOCO 02;;CIDADE JARDIM ;;;SAO CARLOS;SP;13560-000;;VAGNER 97167784
171;4-00171;N;NULL;MATERIAIS P/CONSTRUCAO-TARANA;MATERIAIS P/CONSTRUCAO-TARANA;;9-NAO CONTR;;(16) 3368 - 2249;;EDSON ;;;;;;;;;_____-___;;
174;4-00174;N;NULL;MATERIAIS P/CONSTRUCAO-MONACO;MATERIAIS P/CONSTRUCAO-MONACO;;9-NAO CONTR;;(16) 3372 - 2922;;;;;;;;;SAO CARLOS;SP;_____-___;;
175;4-00175;N;NULL;FERRAMENTA-VIMALTEC;FERRAMENTA-VIMALTEC;;9-NAO CONTR;;(11) 6941 - 8612;(11) 6197 - 3026;;;;;;;;;;_____-___;;
176;4-00176;N;NULL;MADEIREIRA-EXPANSAO;MADEIREIRA-EXPANSAO;;9-NAO CONTR;;(16) 3361 - 2835;;;;;;;;;;;_____-___;;
177;4-00177;N;NULL;LUBRIFICANTES-ATLAS;LUBRIFICANTES-ATLAS;;9-NAO CONTR;;(08) 0077 - 0335;;MARCIO;;;;;;;;;;;
178;4-00178;N;NULL;CACAMBA-ALO ENTULHO;CACAMBA-ALO ENTULHO;;9-NAO CONTR;;(16) 3371 - 2391;;DANIEL ;;R MARIA CONSUELO BRNADAO TOLENTINO 212;;JD BICAO;;;SAO CARLOS;SP;13560-000;;
179;4-00179;N;NULL;AUTO ELETRICO-VIEIRA ;AUTO ELETRICO-VIEIRA ;;9-NAO CONTR;;(16) 9704 - 4868;;;;;;;;;SAO CARLOS;SP;13560-000;;
180;4-00180;N;NULL;AUTO MECANICA-LEIVA ;AUTO MECANICA-LEIVA ;;9-NAO CONTR;;(16) 3368 - 3380;;;;;;;;;;;_____-___;;
181;4-00181;N;NULL;SUPERMERCADO-EXTRA;SUPERMERCADO-EXTRA;;9-NAO CONTR;;(__) 3371 - 2116;(__) 3372 - 5891;;;;;;;;;;_____-___;;
185;4-00185;N;;AUTENTIC MAQUINAS AUTOMOTIVAS;EQUIPAMENTOS/VENDA-AUTENTIC;;9-NAO CONTR;;(16) 3628 - 2116;;CHICO 9176-9563;;R GUIANA FRANCESA 785;;VILA MARIANA ;;;RIBEIRAO PRETO;SP;14075-220;;991061356 DALVO
187;4-00187;N;NULL;CHUMBO-KAREN;CHUMBO-KAREN;;9-NAO CONTR;;(11) 9980 - 2586;(11) 4784 - 5171;;;;;;;;;;_____-___;;"AG 7007-6C/C 5041-5  PAR OU IMPAR LTDA"
188;4-00188;N;;SUSPENSAO ROSCA-JUNINHO;SUSPENSAO ROSCA-JUNINHO;;9-NAO CONTR;;(16) 3361 - 3054;;;;;;;;;;;_____-___;;
190;4-00190;N;NULL;ATIVA ROLAMENTOS E PECAS AUTOMOTIVAS;DISTRIBUIDORA-ATIVA;;9-NAO CONTR;;(11) 3931 - 7475;;;;R BONIFACIO CUBAS 627;;;;;SAO PAULO;SP;02731-000;;
191;4-00191;N;NULL;EXAUSTORES EOLICOS R.C.A;EXAUSTORES EOLICOS R.C.A;;9-NAO CONTR;;(16) 3368 - 3182;;RUI;;R NUNCIO CARDINALLI 150;;VL ISABEL ;;;SAO CARLOS;SP;13560-000;;
192;4-00192;N;NULL;CONSULTORIA-JOB ;CONSULTORIA-JOB ;;9-NAO CONTR;;(16) 3362 - 5000;;;;R NOVE DE JULHO ;;CENTRO;;;SAO CARLOS;SP;_____-___;;
194;4-00194;N;NULL;METROSUL COM.DE VEICULOS LTDA;GM-METROSUL;9028792422;9-NAO CONTR;05.783.976/0001-00;(80) 0643 - 3001;;FABIO-1061;;AV.MARECHAL FLORIANO PEIXOTO, 3330;;;;;CURITIBA ;PR;80220-000;;
195;4-00195;N;;CONSERTO MACACO MELLO EQUIPAMENTOS ;EQUIPAMENTOS/MANUTENCAO-MELO;;9-NAO CONTR;;(16) 3353 - 7627;(16) 3343 - 5354;ADMILSON;;R PORTO FERREIRA 589;;CRUZADO ;;;IBATE;SP;14815-000;;MELLO----92562997/81828089
196;4-00196;N;NULL;VILLAS COMERCIAL DE AUTO PECAS LTDA;ACESSORIOS-VILLAS;;9-NAO CONTR;;(11) 6412 - 3129;(__) 6412 - 4817;LIGIA 0800106644;;R SAO MATEUS DO  MARANHAO 85;;CUMBICA ;;;GUARULHOS;SP;07222-140;;
199;4-00199;N;;MOTO-MANOLO;MOTO-MANOLO;;9-NAO CONTR;;(__) 3371 - 3015;;RONALDINHO;;AV.DR.TEIXEIRA DE BARROS,814;;VILA PRADO;;;SAO CARLOS;SP;13574-020;;3371-5080 MARGINAL
200;4-00200;N;NULL;CASP-PRA GRANJA COM.E REPRES.LTDA;CASP-PRA GRANJA COM.E REPRES.LTDA;;9-NAO CONTR;;(__) 3368 - 2196;;LESSANDRO;;R.PEDRO BIANCHI ,1001;;VILA ALPES;;;SAO CARLOS;SP;_____-___;;
201;4-00201;N;;FERRO VELHO-MALLOCA ;FERRO VELHO-MALLOCA ;;9-NAO CONTR;;(16) 3374 - 2148;;9128-7568-CIDINHO;;R: BORBA GATO ,253;;JD.CENTENARIO;;;SAO CARLOS;SP;13564-100;;TARA - 3.160 KG
202;4-00202;N;NULL;PNEU-LEVORIN ;PNEU-LEVORIN ;;9-NAO CONTR;;(80) 0707 - 1910;;;;;;;;;;;_____-___;;
203;4-00203;N;;GIRANDO COM. DE PECAS LTDA;DISTRIBUIDORA-ROLEMAR;244975987111;9-NAO CONTR;18.251.046/0001-49;(19) 3202 - 6000;(16) 3419 - 4676;PRETO 019-91176604;;RUA DAS DALIAS;761;VILA MIMOSA;;3509502;CAMPINAS;SP;13050-045;anderson@rolemar.com;"BRASIL AG:3407-X/CONTA 1153-3GILSON-89114701 / 8827-5949     VENDEDOR PAULINHOCOTACAO.CAMPINASROLEMAR.COM.BR"
205;4-00205;N;NULL;EQUIPAMENTOS/VENDA-MARVIC;EQUIPAMENTOS/VENDA-MARVIC;;9-NAO CONTR;;(11) 6195 - 9200;;011-83825057 ( WILLIAN );;AV.CONSELHEIRO CARRAO ,1021;;TATUAPE;;;SAO PAULO;SP;03403-000;willian@marvicfibrasil.com.br;
207;4-00207;N;;TRANSPORTADORA RISSO LTDA;TRANSPORTE-RISSO;202009196114;9-NAO CONTR;52.661.634/0001-99;(16) 3368 - 3813;(16) 3367 - 7219;EDSON 92929093/97040917;;RUA ERNESTO GONCALVES ROSA JUNIOR, 305;;JD.SAO PAULO;;;SAO CARLOS;SP;13570-460;araraquara-3333-5342   11 4531 8080 jundiai baroni;"(11)3933-7570 SAO PAULO-----------------------014-36043000(MILENA)BARRA BONITARISSOSAOCARLOSRISSO.COM.BR -  GERENTE DA RISSO ELISANDRA ELISANDRA.COMERCIALRISSO.COM.BRRISSO-ARARAQUARA(016)33334288/33336343(11) 4531-8080 - JUNDIAI(11)4531-8082 -JUNDIAI"
209;4-00209;N;NULL;MITSUBICHI-MERCADAO-011 69097500;IMPORTADOS-SO PECAS;;9-NAO CONTR;;(11) 6685 - 6563;;LEANDRO;;;;;;;;;_____-___;;
210;4-00210;N;;ACESSORIOS-TREKUS;ACESSORIOS-TREKUS ;;9-NAO CONTR;;(16) 3368 - 6533;;MARCO SANCHEZ;;R: RAIMUNDO CORREA, 637;;VILA MONTEIRO;;;SAO CARLOS;SP;_____-___;;(16)3307-5116 - R: MIGUEL PETRONI - STA FELICIA
211;4-00211;N;NULL;RODA-GP IMPORTS;RODA-GP IMPORTS;;9-NAO CONTR;;(41) 3278 - 8200;;DENIS 134*11081;;;;;;;CURITIBA;PR;_____-___;;DENISGPIMPORTS.COM.BR
212;4-00212;N;NULL;AUTO CENTER-JOAO;AUTO CENTER-JOAO;;9-NAO CONTR;;(14) 3263 - 1294;;;;;;;;;;;_____-___;;
213;4-00213;N;;COFAP ;COFAP ;;9-NAO CONTR;;(11) 2144 - 1935;;IVAN;;;;;;;;;_____-___;ivan.munhoz@marell.com.br;011-94309315WILSON COFAP
215;4-00215;N;NULL;FERRAMENTA-EZIO;FERRAMENTA-EZIO;;9-NAO CONTR;;(19) 3589 - 2002;;;;AV.NOSSA SENHORA APARECIDA ,2470;;VILA SIBILA;;;PORTO FERREIRA;SP;13660-000;;
216;4-00216;N;NULL;RODA-SAMUEL;RODA-SAMUEL;;9-NAO CONTR;;(19) 3258 - 2331;;;;;;;;;;;_____-___;;
217;4-00217;N;;CMJ COMERCIO DE VEICULOS LTDA;FIAT-FORTE;244000220114;9-NAO CONTR;05.026.792/0004-30;(19) 3743 - 1400;(19) 3743 - 1405;RODIMAR/DENIS/ANDERSON***;;AV.DR.ALBERTO SARMENTO ,149;;BONFIM;;;CAMPINAS;SP;13070-710;forte@forte-fiat.com.br;LEANDRO-19-3743 1515  CLAUDINEI
218;4-00218;N;NULL;PNEU-TOYO;ASTRO COM.DE PNEUS E ACESS.LTDA-ME;600136380112;9-NAO CONTR;09.429.204/0001-17;(11) 4028 - 2208;(11) 4602 - 4052;ISABEL /FABIO 9707-1167 - RODAS TSUYA;;R: ITAPIRU, 158;;CENTRO;;;SALTO;SP;_____-___;;AG:0977-6/CC:28033-X(ASTRO COM.DE PNEUS E ACESSOR)
219;4-00219;N;NULL;SPORTLINE;PNEU-SPORTLINE;;9-NAO CONTR;;(11) 9117 - 4154;(11) 6283 - 0020;;;;;;;;;;_____-___;;
220;4-00220;N;NULL;TRANSPORTE-VIACAO MOTTA;TRANSPORTE-VIACAO MOTTA;;9-NAO CONTR;;(__) 3371 - 6774;(__) 3307 - 7100;;;;;;;;;;_____-___;;
221;4-00221;N;NULL;PNEU-ACQUILA ;PNEU-ACQUILA ;;9-NAO CONTR;;(80) 0773 - 9003;;BENE;;;;;;;;;_____-___;;
222;4-00222;N;;ACESSORIOS-CALOTAS GRID;ACESSORIOS-CALOTAS GRID;;9-NAO CONTR;;(11) 4054 - 0244;;NILTON R. 011-96358665/011-40923134;;R.JUPITER .72;;JD.MARIA HELENA;;;DIADEMA;SP;09990-040;www.grid.ind.br;
224;4-00224;N;NULL;ESCAPAMENTO-DANNER ;ESCAPAMENTO-DANNER ;;9-NAO CONTR;;(15) 3237 - 9077;;JUNIOR;;R.SADRAC DE ARRUDA ,311 (BLOCOII );;JD.GONCALVES;;;SOROCABA;SP;18016-450;www.danner.com.br;
225;4-00225;N;NULL;RODAS MIL DISTRIBUIDORA LTDA ;RODA-VASKA;14-3239-4922;9-NAO CONTR;;(14) 9162 - 0866;(11) 3856 - 9409;PORFIRO - 014/97012588 --017-32161750;;R.IAPOS ,120;;CASA VERDE;14-3239-4922 DEPOSIT;;SAO PAULO;SP;02512-020;vaska@vaska.com.br;"DEP. B/B AG: 4776-7 C/C: 2558830-03 CPF 707750108-63DEPOSITOS-BRADESCO/AG:0094-9/CONTA 91011-2             JONATAN 017-81622230-9154402DEPOSITO DULCE ANTONIA PORFIRI AG 2980-7 C/C 2558830-3 014-96454647*RALF"
226;4-00226;N;NULL;COMDIP COMERCIAL DISTRIBUIDORA DE PECAS LTDA;DISTRIBUIDORA-COMDIP  ;;9-NAO CONTR;;(11) 2121 - 0050;;FABIO OU BONI;;;;;;;SAO PAULO;SP;_____-___;;
227;4-00227;N;;COBRA ROLAMENTOS E AUTO PECAS LTDA;DISTRIBUIDORA-COBRA;244.585.195-110;9-NAO CONTR;58.248.352/0007-36;(19) 2117 - 3933;(19) 2117 - 3930;JOSE ANTONIO/JOAO CARLO-CAMPINAS;;AV.ENG.AUGUSTO FIGUEREDO,2054;;;;;CAMPINAS;SP;13046-140;vendas7@cobrarolamentos.com.br;RIB.3603-3332 / 9151-0947 - ZE ROBERTO/FERNANDO  CPD11COBRAROLAMENTOS.COM.BR
228;4-00228;N;NULL;FERRAMENTA-PLANATEC ;FERRAMENTA-PLANATEC ;;9-NAO CONTR;;(11) 2141 - 4891;;DANIEL;;;;;;;;;_____-___;;
229;4-00229;N;NULL;CHG-DISTRIB.DE PECAS E ACESSORIOS LTDA;DISTRIBUIDORA-CHG;244258645117;9-NAO CONTR;55.176.358/0001-61;(19) 3729 - 6500;(19) 3729 - 8530;MARCO/MARCELO;;R: ESTRADA VELHA DE INDAIATUBA, KM 3,7;;FAZ.SETE QUEDAS;;;CAMPINAS;SP;13012-970;vendas@chg.com.br;
230;4-00230;N;NULL;IRMAOS SARATANI COM.DE AUTO PECAS LTDA;IMPORTADOS-SARATANI AUTO PECAS;113743709113;9-NAO CONTR;96.606.124/0001-94;(11) 5539 - 5575;(11) 5571 - 5941;FABRICIO/PAULO/(EDUARDO );;R.DOMINGOS DE MORAES ,1084/1086;;VILA MARIANA;;;SAO PAULO;SP;04010-100;saratani@terra.com.br;BCO BRASIL-AG:0646-7/23647-0
231;4-00231;N;;INJECAO-MARIO;INJECAO-MARIO;;9-NAO CONTR;;(__) 8125 - 3797;;;;R.ADELMO STELA QUAVIN,23;;;;;;;_____-___;;
232;4-00232;N;NULL;EMBREPAR-DISTRIB.DE PECAS LTDA;DISTRIBUIDORA-EMBREPAR;10149470-58;9-NAO CONTR;75.592.006/0001-02;(12) 3931 - 9118;(41) 3371 - 1005;ANDREI-97690163  /EVANDRO 041-33711067;;R.BARTOLOMEU LOURENCO DE GUSMAO ,2831;;;;;CURITIBA;PR;81650-050;;RODRIGUES
233;4-00233;N;;ADVOGADO-MARCOS ;ADVOGADO-MARCOS ;;9-NAO CONTR;;(16) 3307 - 5508;;;;R:GENERAL OSORIO,1395;;;;;SAO CARLOS;SP;13560-640;mrgarcia@aasp.org.br;
235;4-00235;N;NULL;AUTO POSTO SAKAMOTO;LUBRIFICANTES-SAKAMOTO;336729305117;9-NAO CONTR;49.051.667/0005-36;(11) 2149 - 4000;(11) 2149 - 4020;CARLOS-019 35236922/81242566;;ROD.PRESIDENTE DUTRA KM 212-S/N*SENTIDO RJ/SP;;BONSUCESSO;;;GUARULHOS;SP;07178-580;lubrificantes@postosakamoto.com.br;SIMONESAKAMOTOLUBRIFICANTES.COM.BR
236;4-00236;N;NULL;PNEU-RODMAIS;PNEU-RODMAIS;;9-NAO CONTR;;(19) 3608 - 2001;;ANTONIA;;AV.DOS  BRAGHETTAS,91;;;;;SAO JOSE  RIO PARDO;SP;13720-000;www.pneusrodmais.com.br;
237;4-00237;N;NULL;SIQUEIRA CAMPOS;PNEU-SIQUEIRA CAMPOS ;;9-NAO CONTR;06.340.779/0006-85;(61) 3246 - 4421;;LUCIANA (61)2107-8403 (61)9119-7591;;QUADRA 200,CJ 05/LOTE 40;;REC.DAS EMAS;;;BRASILIA;BR;_____-___;luciana.gtradial@hotmail.com;"BRASIL: AG:3129-1/CC 18061-0-DISTRIBUIDORA E IMPORTADORA 2R LTDA   061-96280792 LUCIANA011-45135619-MICHELI(COMERCIALSP5SIQUIERACAMPPOS.COM)ALEXANDRE"
240;4-00240;N;NULL;PNEU-VIG AUTO CENTER ;PNEU-VIG AUTO CENTER ;;9-NAO CONTR;;;;011-6607-6629;;AV.VER.ABEL FERREIRA ,54;;;;;;;_____-___;;019-34511674/019-97810891 ROBERTO
242;4-00242;N;NULL;RENAULT-LOPES OLIVEIRA;RENAULT-LOPES OLIVEIRA;;9-NAO CONTR;;(11) 3766 - 8700;;ADELSON/FELIPE;;;;;;;;;_____-___;;BRADESCO AG:0545-2 /CONTA 63080-2
243;4-00243;N;NULL;SUSPENSAO (AUDI/MB..VEICULOS ALEMAES);IMPORTADOS-AUTOTECHNK;;9-NAO CONTR;;(11) 5031 - 0600;;ROLF;;R.DR.JOSE BENTO  RIBEIRO  DANTAS ,79;;JD.AEROPORTO;;;SAO PAULO;SP;04625-040;;
245;4-00245;N;NULL;SHS DISTRIBUIDOR/ASSITENCIA;EQUIPAMENTOS/VENDA-HOFMANN ;;9-NAO CONTR;;(01) 6610 - 8455;(01) 6636 - 5655;SEBASTIAO V.SEIXAS;;R.MURCHED CURY ,67;;JD.AMERICA;;;RIB.PRETO;SP;14020-110;;
246;4-00246;N;NULL;ENGATES-ENFORTH;ENGATES-ENFORTH;;9-NAO CONTR;;(11) 4645 - 1484;;EMANUELA;;R.FLOR DE LIZ ,1076;;ITAQUAQUECETUBA;;;SAO PAULO;SP;08597-620;enforth@enforth.com.br;
247;4-00247;N;NULL;R.CAMPOS  AUTOMOTIVO LTDA;EQUIPAMENTOS/VENDA-BOSCH;;9-NAO CONTR;;(19) 3405 - 4653;;ROBERTO;;R.TIMBIRAS ,400 APTO 21;;BRIEDS;;;AMERICANA;SP;13466-210;rcampos.automotivos@hotmail.com.br;
248;4-00248;N;NULL;OLIMPIC IND.DE AUTO PECAS LTDA;OLIMPIC;;9-NAO CONTR;;(11) 6120 - 6400;(11) 6965 - 2191;;;AV.DR.JOSE   HIGINO ,895;;;;;SAO PAULO;SP;03189-040;vendas@olimpic.com.br;
249;4-00249;N;NULL;IMPORTADOS-PERFECT (AMORTC/MOTOR/FREIOS ;IMPORTADOS-PERFECT (AMORTC/MOTOR/FREIOS ;;9-NAO CONTR;;(11) 7730 - 9402;(11) 2176 - 9011;MAURO-011-99866942;;R.ANTONIO RODRIGUES FILHO ,278;;VILA AEROPORTO;;;GUARULHOS;SP;07170-325;barbosa@perfectbrasil.com.br;ROBERTPERFECTBRASIL.COM.BR
250;4-00250;N;NULL;JANCAP-VANS;COMERCIO IMPORT.E EXPORTACAO LTDA;116323640113;9-NAO CONTR;04.898.371/0001-93;(11) 2818 - 6010;;UIDES/RODRIGO;;AV.ITABERADA ,4490;;FREGUESIA DO O;;;SAO PAULO;SP;02739-000;jancapwildes@hotmail.com;BRASIL: AG:2815-0/CC:11500-2
251;4-00251;N;NULL;CAMBAGEM-CAMBERECASTER EQ.AUTOMOTIVOS;FERRAMENTA-CAMBAGEM;;9-NAO CONTR;;(41) 3669 - 5009;;MARCO ANTONIO;;R.JANDAIA DO SULL;;;;;;;_____-___;www.cambercaster.com.br;
